Team,Opposing_Team,Pitch_Speed,Pitch_Type,Exit_Velocity,Launch_Angle,Distance
TEX,CLE,93.5,4,109.9,25,409
TEX,MIN,87.8,Slider,102.8,32,409
CIN,STL,92.7,4,102.5,29,409
DET,LAA,85.6,Slider,101,30,409
SEA,LAA,84.6,Sinker,109.4,20,409
MIL,BAL,93.8,4,107,25,409
MIN,DET,88,Cutter,109.4,21,409
NYY,TB,80.9,Curveball,104.7,28,409
LAD,COL,78.1,Curveball,101.2,33,409
LAD,CLE,90.8,4,107,30,409
MIL,LAD,85.2,Slider,101.8,30,409
TEX,SD,93.2,4,106.6,30,409
MIA,STL,94.2,Sinker,107,25,409
ATH,MIA,89.8,Slider,108.8,34,409
SF,SD,96.9,4,106.7,33,409
TB,NYY,92.6,4,103.8,28,409
CLE,STL,92.5,4,104.2,35,409
KC,PIT,94.7,4,104.9,24,409
LAA,COL,92.5,4,102.6,36,409
CHC,AZ,95.1,Cutter,100.8,27,409
TOR,ATL,93.8,Cutter,106.4,26,409
HOU,CWS,95.7,4,104.8,24,409
LAD,COL,93.7,Sinker,106.7,26,409
KC,CHC,86.8,Cutter,107.2,22,408
SD,STL,93.5,Sinker,107.3,20,408
CLE,BAL,86.2,Curveball,103.5,31,408
PHI,AZ,86.5,Split-Finger,105.5,28,408
ATH,HOU,94,4,100.5,34,408
SF,ATH,90.4,4,111.2,19,408
BAL,CWS,94.5,4,105.9,35,408
LAD,ATH,89.5,Changeup,108.7,29,408
COL,SD,93.2,4,101.8,27,408
ATH,CIN,82.7,Slider,101.7,27,408
SD,COL,88.6,Changeup,102.3,31,408
SD,COL,92.8,4,105.8,25,408
DET,KC,88.3,Cutter,103.3,33,408
WSH,CIN,88.1,Changeup,104.1,29,408
TOR,COL,99,4,103.1,30,408
CLE,CWS,81.2,Curveball,104,27,408
CHC,AZ,94.4,4,108.5,24,408
KC,COL,84,Changeup,100.9,31,408
CWS,KC,90.5,Cutter,103.7,27,408
KC,CWS,89,Changeup,107.1,19,408
CHC,BAL,92.8,4,108,24,408
MIL,PIT,95.2,4,104.8,32,408
PHI,NYM,99.9,4,111.8,22,408
BOS,PIT,98.8,4,108.6,29,408
KC,AZ,90.4,Sinker,104.2,30,408
MIL,COL,85.2,Slider,102.2,37,408
ATH,LAA,91.9,Cutter,101.7,29,408
SF,COL,95.6,4,105.1,25,408
LAA,TB,85.1,Slider,107.5,29,408
NYM,WSH,79,Curveball,107.5,34,408
MIA,WSH,93.7,4,103.5,28,408
LAD,COL,97.9,4,112,30,408
MIN,TOR,96.6,4,105.6,26,408
SEA,SD,82.2,Sweeper,111.7,23,408
MIN,CWS,90.4,4,107.7,25,408
TOR,NYY,93.5,Sinker,100.9,30,408
ATH,TB,96,Sinker,111.1,20,408
CLE,CWS,93.6,Sinker,107.3,28,408
HOU,LAA,79.7,Changeup,108.3,23,408
BOS,TOR,93.4,Sinker,106.2,30,408
MIN,PHI,94.8,4,105.8,33,408
CIN,PIT,95.3,4,102.8,27,408
PHI,MIA,96.9,4,104.6,35,408
BOS,BAL,83.8,Slider,108.1,22,408
AZ,STL,93.4,4,107.2,30,408
MIL,PIT,97.1,4,106.7,24,408
TOR,DET,78.3,Sweeper,105.3,25,408
TB,DET,93.6,4,109.6,22,408
NYY,HOU,92.6,4,107.3,32,408
CLE,CWS,87.6,Cutter,109.7,33,408
LAA,DET,95.4,4,105.6,27,408
LAA,ATL,91.5,Sinker,104.9,33,408
TOR,NYY,91.8,Sinker,105.7,27,408
CHC,STL,91.7,4,107.1,37,408
SEA,TB,81,Curveball,105,30,408
BOS,DET,86.7,Changeup,105.9,28,408
CLE,LAA,93.3,4,104.5,29,408
LAD,PHI,88.9,Sweeper,107.8,32,408
LAD,PHI,85.6,Slider,105.2,25,408
PIT,MIN,77,Curveball,108,36,408
MIN,BAL,83.6,Slider,104.4,27,408
TOR,AZ,92.5,4,106.1,35,408
TEX,NYY,83.6,Changeup,101.6,27,408
BAL,TOR,91.9,Sinker,104.9,26,408
LAA,TEX,96.1,4,105.1,26,408
NYM,WSH,94.3,4,107,31,408
MIL,DET,85.9,Changeup,101,27,408
MIL,PHI,96.9,4,105.8,29,408
HOU,ATH,82.9,Changeup,107.3,36,408
MIA,SEA,93.1,Sinker,108.2,28,408
LAA,CLE,87.3,Cutter,107.5,32,408
BOS,TB,92.5,4,106.3,24,408
CLE,SEA,84.4,Split-Finger,103,29,408
NYM,DET,84,Changeup,108.8,36,408
PIT,LAD,97.5,4,105.8,30,408
LAA,TEX,83.8,Cutter,110.3,27,408
TEX,SEA,88.8,Slider,102.9,28,408
BAL,DET,92.7,4,103.8,28,408
NYY,LAA,94.1,Sinker,111.8,20,408
DET,CIN,84.2,Changeup,103.9,28,408
TOR,AZ,86.4,Split-Finger,109.3,27,408
KC,CWS,93.1,4,103.7,26,408
LAA,HOU,78.6,Sweeper,104.7,28,408
TOR,LAA,79.5,Changeup,109,32,408
BOS,SF,81.2,Knuckle Curve,103.2,26,408
ATL,ATH,88.9,Cutter,100.8,30,408
SEA,LAA,88.1,Slider,104.7,27,408
NYY,NYM,82,Sweeper,104.6,29,408
LAD,CWS,90.3,Slider,116.3,42,408
PIT,STL,94.8,Sinker,106.7,26,408
NYM,LAD,91.9,4,110.3,24,408
ATH,CLE,82.9,Slider,110.4,17,408
NYY,BAL,84.8,Sweeper,112.2,39,408
PIT,PHI,87.9,Slider,106.6,26,408
DET,TOR,94.7,4,107.5,33,408
TB,TOR,96.1,4,105.7,28,408
LAA,DET,89.1,Split-Finger,102.4,34,408
SEA,TEX,96.7,4,104.5,27,408
MIA,PIT,95.5,4,105.5,27,408
NYY,LAA,88,Sinker,104.2,30,408
BAL,CIN,92,4,105.9,29,407
SEA,CLE,92.7,4,108.2,31,407
TEX,ATH,78.6,Slider,104.1,31,407
NYY,TOR,95.2,4,110.6,30,407
DET,PIT,85,Slider,101.2,33,407
PHI,BOS,86.5,Slider,107.7,23,407
MIN,ATL,84.8,Changeup,111.8,20,407
NYM,ATL,83.8,Split-Finger,101.8,29,407
DET,PIT,77.1,Curveball,100.5,28,407
CWS,SEA,84.1,Sweeper,110.6,27,407
BOS,BAL,88,Split-Finger,103.6,27,407
HOU,TB,95.1,4,100.7,36,407
CWS,ATH,83.6,Slider,106.3,33,407
WSH,PIT,98,4,108,22,407
AZ,MIN,89.2,4,109.5,23,407
NYM,STL,91.2,Sinker,105,34,407
LAA,TEX,80.3,Sweeper,103.9,34,407
TOR,CLE,76.9,Sweeper,105.3,27,407
CWS,HOU,88.5,Changeup,110.1,26,407
SEA,BOS,89.4,Changeup,106.7,30,407
PHI,SD,84.1,Sweeper,106.6,33,407
KC,CWS,93.9,4,108.4,21,407
KC,BAL,95.3,Sinker,106.7,35,407
MIL,SF,95.3,4,106.6,28,407
BOS,COL,96.3,4,106.7,24,407
MIA,CIN,93.5,4,104.9,24,407
SEA,MIN,78.4,Sweeper,107.8,36,407
PIT,LAD,95.2,4,102.5,28,407
CHC,SD,95.6,4,105.4,27,407
TEX,CHC,78.7,Sweeper,108.6,30,407
HOU,STL,96,4,103.6,29,407
LAD,SD,94,4,107.7,31,407
CWS,SD,99.2,4,108.7,22,407
BOS,CIN,98.6,4,108.5,38,407
SF,COL,94.8,4,109.8,20,407
AZ,BOS,94.3,4,111.9,20,407
PHI,ATL,85.5,Changeup,108.9,24,407
ATL,PIT,91,Slider,101,27,407
NYM,CHC,91.2,4,106.6,34,407
STL,CHC,83.6,Split-Finger,104.9,31,407
LAD,CWS,86.7,Slider,106.7,28,407
TOR,BAL,95.3,4,104.8,24,407
MIA,LAD,94.4,4,108.9,21,407
BAL,TOR,95.2,4,102.7,30,407
STL,CIN,82.6,Split-Finger,107.2,29,407
HOU,PIT,82.1,Sweeper,105.5,30,407
CIN,STL,86.9,Changeup,102.1,31,407
LAD,NYM,95.1,4,108.3,30,407
SF,MIN,81.3,Curveball,105.4,29,407
SEA,ATH,92.1,4,106.5,26,407
CIN,ATL,94.8,4,102,23,407
ATL,MIL,91.7,4,106.5,25,407
AZ,CHC,93.7,4,104.2,38,407
CIN,ATL,82.7,Slider,107.6,23,407
HOU,TEX,98.9,4,107.2,31,407
LAA,TOR,96.5,4,107.9,29,407
KC,TEX,90.8,Sinker,102.8,24,407
KC,TEX,84.8,Changeup,107.2,23,407
TOR,TB,96.9,4,106.7,25,407
LAA,TEX,81.3,Slider,102.1,31,407
WSH,COL,87.2,Cutter,102.5,29,407
NYY,LAD,92.3,4,102.8,33,407
NYM,COL,91.2,4,107.5,34,407
ATH,TOR,97.2,4,105.7,30,407
NYY,LAA,97.3,Sinker,110.2,36,407
WSH,TEX,78.2,Slider,102.2,32,407
ATL,MIL,90.2,4,103.4,29,407
TB,MIN,86.3,Changeup,102.1,35,407
ATL,COL,88.3,Slider,110.1,20,407
MIL,PHI,91.6,Sinker,103.4,32,407
BAL,SD,86.1,Cutter,104,29,407
ATH,LAA,90.1,4,103.6,22,407
TB,TOR,87.3,Cutter,103.8,27,407
LAD,CIN,92.8,4,100.5,32,407
BOS,COL,93.1,4,104,26,407
BOS,WSH,79.4,Slider,109.7,24,407
HOU,TB,81.2,Sweeper,101.3,30,407
COL,WSH,80.8,Sweeper,106.7,26,407
TOR,SF,81.2,Sweeper,107.9,34,407
NYM,ATL,90.1,4,107,29,407
LAD,LAA,85.5,4,107.3,30,407
NYM,BAL,90.8,Slider,105.3,30,407
PIT,NYM,82.4,Slider,107.9,25,407
NYY,CWS,94.1,Sinker,106.8,25,406
KC,CHC,93.5,4,102.1,26,406
NYM,WSH,93.4,4,105.9,32,406
PHI,MIA,97.4,Sinker,109.3,20,406
MIN,CIN,83,Curveball,101.4,29,406
LAD,CLE,95.4,4,105.9,31,406
NYM,LAD,78.7,Knuckle Curve,107,22,406
BOS,CWS,78.5,Sweeper,105.2,27,406
COL,MIA,89.3,Slider,102.9,29,406
NYY,BOS,93.9,Sinker,106.7,30,406
BOS,TB,86.3,Slider,103,34,406
SD,PIT,93.8,Sinker,108.6,26,406
STL,ATL,88.9,Split-Finger,108,22,406
SD,ATH,84.6,Sweeper,108.7,33,406
MIN,BOS,85.1,Sweeper,108.9,22,406
LAD,MIA,86.5,Slider,110.9,26,406
LAD,PIT,95.3,4,105.1,27,406
BOS,CLE,90.4,4,108.7,32,406
MIA,SEA,86.3,Sinker,106.9,21,406
ATH,TEX,81.6,Sweeper,102.7,23,406
MIN,DET,80.2,Sweeper,102.2,33,406
ATL,LAA,89.3,Cutter,103.5,25,406
CIN,COL,85.1,Slider,103.8,27,406
AZ,SD,82.7,Split-Finger,102.9,27,406
LAA,KC,97.8,4,107.9,22,406
TEX,CLE,75.2,Curveball,105.8,23,406
LAD,AZ,82.4,Changeup,102.3,29,406
CHC,CIN,92,4,104.1,34,406
SD,ATL,97,4,106.8,22,406
TEX,PHI,91.7,4,107.3,25,406
MIL,PIT,88.6,Sinker,105.3,30,406
PHI,MIL,101.1,4,100.7,28,406
ATH,WSH,92.3,4,107.6,34,406
MIA,SEA,77.8,Slider,107.1,31,406
DET,HOU,92.6,4,109.6,32,406
CWS,MIN,83.1,Sweeper,104,35,406
KC,TOR,53.7,Eephus,101.1,30,406
STL,WSH,80.8,Curveball,105.5,30,406
BAL,TEX,94.7,4,104.5,34,406
BAL,TOR,84.6,Slider,104.3,24,406
CLE,KC,87.9,Cutter,101.8,27,406
KC,STL,77.2,Curveball,105.4,29,406
BOS,CHC,94.8,4,108.8,25,406
ATH,CLE,93.9,Sinker,100.5,26,406
NYY,TB,81.6,Sweeper,106,29,406
MIL,CIN,90.5,Cutter,102.3,29,406
MIL,WSH,88.3,Cutter,102.1,26,406
CIN,STL,89.3,Slider,105.2,25,406
LAD,NYM,98.4,4,109.2,22,406
CWS,BAL,94.5,4,102,28,406
STL,WSH,94.6,4,104.7,32,406
ATH,TOR,94.4,4,106.5,34,406
TOR,ATH,87.1,Split-Finger,109.8,27,406
TEX,KC,93.2,4,106.8,25,406
CWS,MIN,90.7,Changeup,109.3,36,406
NYY,ATL,83.8,Slider,105.1,36,406
NYM,PHI,97.1,4,102.3,30,406
COL,SD,90.1,Cutter,106.6,30,406
BAL,SD,89.1,4,106.8,29,406
BAL,NYM,97.1,4,104.6,25,406
CLE,MIN,96.8,Sinker,105.2,34,406
CHC,MIL,95.6,4,108.4,28,406
CLE,AZ,90.2,Cutter,105.1,35,406
TB,MIN,91.9,Sinker,103.1,36,406
SF,NYY,85.5,Slider,103.2,29,406
SD,MIA,91.2,Cutter,104.8,28,406
MIA,KC,87.3,Changeup,103.9,28,406
ATL,KC,72.5,Curveball,100.4,35,406
COL,PIT,87,Slider,103.2,25,406
DET,AZ,96.5,4,108.1,26,406
MIA,MIL,86.3,Cutter,112.4,28,406
AZ,MIL,94.2,Slider,100.9,29,406
MIN,CHC,87.2,Split-Finger,104.6,24,406
MIL,COL,94.3,4,102.7,22,406
CWS,CHC,94.9,Sinker,104.3,23,406
MIN,BAL,81.1,Curveball,103.2,21,406
CIN,CWS,90.6,Sinker,106.6,26,406
CLE,COL,84.5,Sweeper,106.5,34,406
DET,MIN,90.2,4,101.6,38,406
MIA,PHI,97.3,4,106.6,31,406
ATH,TEX,91.1,Sinker,106.6,26,405
NYY,TOR,87.2,Slider,102.1,26,405
LAD,MIN,100.1,Split-Finger,107.5,28,405
TOR,COL,82.4,Knuckle Curve,102.6,29,405
CWS,SEA,81.6,Slider,102.6,26,405
CHC,MIA,94.5,4,104.9,30,405
BAL,TB,86.5,Slider,109.1,23,405
STL,CWS,86.9,Slider,104.8,21,405
BAL,STL,94,4,106.1,24,405
LAD,PHI,89.6,Sinker,104.4,36,405
PHI,KC,94.8,4,107.8,21,405
LAA,AZ,94.6,4,103.4,35,405
SEA,DET,93.3,Sinker,107.1,26,405
MIL,WSH,84.4,Slider,105.1,29,405
HOU,LAD,93.5,Sinker,107.7,22,405
SEA,CWS,95.8,4,108.3,23,405
WSH,NYM,95,4,109.6,31,405
TEX,ATH,92.9,Sinker,105.6,24,405
NYM,PHI,90.7,4,104.6,29,405
CWS,BOS,96,4,110.5,25,405
PIT,AZ,95.3,4,108.7,25,405
CWS,TB,95.9,Sinker,107.5,30,405
MIL,CIN,86.5,Cutter,108.3,22,405
SEA,STL,94.2,4,105.7,34,405
NYM,MIN,90.7,Changeup,107.9,35,405
BAL,LAA,88.7,Slider,104.8,35,405
PIT,MIA,87.6,Split-Finger,103.5,23,405
TOR,NYY,95.9,4,105.4,34,405
PHI,CIN,96.7,4,105.8,26,405
CIN,PIT,87.4,Slider,103.4,28,405
SD,TOR,90.7,Split-Finger,106.8,21,405
DET,CLE,85.3,Slider,108.4,28,405
NYY,COL,92,4,104.6,35,405
SF,SD,91.5,Sinker,104.1,25,405
BOS,DET,98.9,Sinker,105.3,29,405
ATL,BAL,94,4,107.4,26,405
NYY,NYM,87.1,Cutter,101.2,31,405
HOU,MIA,87.6,Split-Finger,110.3,35,405
LAD,AZ,79.5,Curveball,103.7,31,405
KC,BOS,97.1,4,103,29,405
LAD,SF,92,4,99.9,31,405
SD,ATL,93.5,4,99.4,30,405
CHC,AZ,86.7,Changeup,103.6,26,405
TB,MIL,89.9,Sinker,109.8,22,405
SD,MIN,97.2,4,107.2,24,405
LAD,MIA,86.3,Slider,101,28,405
AZ,LAD,94.8,Cutter,108.7,27,405
COL,PHI,86.3,Slider,106.1,30,405
SEA,ATH,80.3,Sweeper,103.4,27,405
NYM,PHI,94.9,4,104.1,25,405
PIT,CLE,91.5,4,104.6,26,405
MIA,LAD,95.6,4,103.4,32,405
MIL,MIA,87,Split-Finger,100.2,27,405
CLE,NYY,93.9,4,104,29,405
TEX,LAA,91.7,Sinker,105.3,29,405
SEA,DET,77.4,Knuckle Curve,102.9,29,405
KC,TEX,86.3,Changeup,101,32,405
CHC,LAA,88.5,4,101.3,30,405
TEX,ATH,92.4,Sinker,103.3,25,405
COL,TB,90.1,Cutter,104.5,25,405
AZ,COL,71.5,Knuckle Curve,98.8,31,405
SF,SD,90.1,4,110.4,21,405
CWS,ATL,83.9,Slider,103.9,25,405
DET,HOU,92.1,4,108.5,31,405
BAL,TB,95.7,4,103.3,27,405
PHI,LAA,93.8,4,107.5,37,405
CHC,STL,96.2,4,106.1,27,405
TB,ATL,85.4,Slider,103.6,25,405
PHI,ATL,83.9,Slider,100.7,30,405
CHC,HOU,83.3,Sweeper,105.8,26,405
CIN,LAD,86.1,Slider,103.5,31,405
DET,PHI,95,Sinker,104.7,23,405
SEA,NYM,93.2,4,105.3,26,405
CHC,WSH,89.2,Cutter,108.6,33,405
ATH,LAA,94.8,4,107.1,26,405
SD,MIL,93,4,105.6,24,405
BAL,MIN,77.3,Curveball,107.3,28,405
LAA,SD,80.9,Curveball,104.9,27,405
KC,HOU,79.1,Sweeper,105.2,29,405
MIN,SD,88.8,Slider,105.3,25,405
NYM,LAA,89.2,Sinker,106.3,25,404
KC,CHC,92.1,4,109.5,24,404
CHC,KC,99.8,4,99.4,34,404
AZ,LAD,96.4,4,107.9,22,404
MIL,BAL,86.6,Cutter,103.3,30,404
BOS,MIL,93.2,4,104.4,33,404
COL,SD,89.7,Changeup,106.5,22,404
CWS,BAL,94.5,4,103.4,31,404
KC,PHI,78.3,Knuckle Curve,100.8,25,404
TOR,BAL,93.6,4,106.4,31,404
PIT,COL,91.2,4,103,24,404
MIL,AZ,84.3,Slider,104.6,24,404
COL,CIN,82.2,Changeup,103.9,36,404
MIA,SEA,93.5,Sinker,105.1,18,404
SD,SEA,83.3,Knuckle Curve,108.9,19,404
LAD,TEX,90.3,Cutter,108.1,35,404
BOS,ATH,97.5,4,109.7,23,404
SD,CHC,85.3,Knuckle Curve,106.1,29,404
DET,NYY,83.7,Slider,102.4,25,404
MIN,KC,84.9,Slider,107.7,36,404
BAL,CIN,91.5,4,105.4,35,404
TOR,BAL,91.6,4,105.7,23,404
MIN,TEX,92,4,109,25,404
KC,NYY,94.3,Sinker,107.2,38,404
CWS,WSH,93.5,Sinker,100.1,28,404
NYM,COL,97.3,4,101.8,36,404
WSH,ATL,95.1,4,107.9,39,404
CWS,LAD,94.3,Sinker,109.4,22,404
TOR,BOS,87.7,Slider,106.2,28,404
TOR,NYY,76.9,Curveball,100.3,29,404
NYM,COL,90.5,Changeup,109.5,31,404
TB,LAA,90.7,4,106.1,34,404
CIN,SEA,94.8,4,104.1,34,404
WSH,SEA,87,Slider,110.4,18,404
LAA,KC,81.7,Sweeper,109,38,404
LAA,KC,85.8,Cutter,106.7,24,404
ATL,MIA,98.4,4,102.2,33,404
MIA,ATL,91.6,Sinker,101.8,31,404
KC,WSH,95.8,Sinker,102.2,29,404
BOS,BAL,54.8,Eephus,102.6,34,404
HOU,NYY,97,4,107.7,27,404
ATL,MIA,84,Sweeper,99,30,404
STL,BOS,93.3,4,106.1,28,404
SEA,ATL,84,Slider,101.4,38,404
TB,ATH,84.8,Slider,103.9,31,404
LAA,STL,92.6,Sinker,103.3,31,404
PIT,LAD,96.7,4,105.3,23,404
CHC,NYM,96.3,4,106,28,404
COL,SD,95.6,4,106.6,29,404
SEA,TEX,99,4,110.4,23,404
LAD,STL,94.3,4,102.8,32,404
TOR,COL,95.5,4,109.9,21,404
CHC,STL,91.7,Sinker,110.2,19,404
LAA,SEA,94.6,4,104.6,34,404
MIA,ATL,85.3,Curveball,102.5,27,404
ATL,WSH,95.3,Sinker,102.8,28,404
STL,CWS,92.9,4,106.5,30,404
AZ,SD,82.5,Sweeper,105.6,36,404
NYY,HOU,92.1,Cutter,106.3,28,404
MIA,DET,97.6,4,110.8,23,404
STL,PIT,84.4,Sweeper,103.8,26,404
KC,BAL,92.5,Sinker,99.6,28,404
ATH,TOR,85.8,Split-Finger,103.5,28,404
PHI,MIL,91.1,Sinker,102.2,31,404
MIL,DET,87.9,Changeup,107.9,34,404
PHI,CIN,94.3,4,112.2,39,404
TOR,BOS,85.8,Curveball,111.8,17,404
ATL,MIL,92.4,4,107.1,26,404
LAA,BOS,96.5,4,104.3,31,404
AZ,ATL,84.5,Slider,105.6,25,404
TB,SEA,91.7,Sinker,107.1,28,404
PHI,SEA,97.2,4,107.2,24,404
SEA,PHI,84.9,Cutter,106.7,35,404
STL,NYY,87.1,Slider,103.2,23,404
CWS,ATL,96.9,4,103.8,24,404
COL,WSH,80.6,Curveball,105.2,22,404
TOR,STL,97.5,Sinker,103.2,25,404
KC,PIT,95.9,4,104.8,25,404
AZ,ATH,93.4,4,103,31,404
SD,NYM,82.2,Changeup,107.6,23,404
BOS,MIN,80.9,Changeup,104.2,38,404
DET,PHI,86.2,Cutter,109.7,38,404
COL,AZ,83.9,Changeup,101.4,36,404
NYM,SEA,95.7,Sinker,107.8,33,404
LAD,LAA,92.4,Cutter,114.8,29,404
MIA,PIT,96.9,4,106.2,27,404
PHI,SEA,86.9,Slider,105.3,37,404
SEA,BAL,79.4,Curveball,108.6,26,404
MIN,SEA,96,4,100.5,29,404
WSH,BAL,81.3,Sweeper,102.6,27,404
STL,PHI,90.8,4,106.7,22,404
CHC,MIA,86.2,Changeup,103.3,32,404
TOR,ATH,79.4,Changeup,99.9,35,404
LAD,NYM,96.6,4,109.9,34,404
BOS,CWS,78.8,Curveball,99.9,29,404
MIN,TOR,86.9,Cutter,104.1,27,404
WSH,CIN,81.7,Sweeper,108.2,31,403
ATH,LAA,94.4,4,104.4,27,403
ATH,ATL,85,Changeup,108.5,28,403
SF,KC,92.3,Cutter,102,29,403
STL,KC,93.8,Sinker,105.7,32,403
CHC,LAD,87,Slider,107.8,35,403
LAD,CLE,92.6,4,106.1,33,403
BAL,TEX,88,Slider,107.3,31,403
BAL,TOR,81.3,Curveball,108.2,23,403
BOS,NYY,94.6,4,105.7,27,403
SD,COL,83.2,Curveball,100.3,27,403
SF,NYM,94.4,4,105.9,32,403
MIA,BAL,87.4,Split-Finger,105.6,25,403
TOR,BOS,82.7,Changeup,104.6,29,403
ATH,NYY,80.7,Sweeper,104.3,33,403
LAA,PIT,86.3,Slider,103.3,27,403
ATL,MIN,93,4,111.5,19,403
CIN,BAL,79.2,Other,107,28,403
TEX,ATH,86.6,Cutter,101.2,34,403
STL,PIT,91.4,4,105.3,23,403
LAA,TB,97.4,4,106.6,25,403
ATL,TB,95.3,Sinker,108.9,20,403
DET,MIL,94.8,4,108,23,403
ATL,TB,87.5,Slider,103.9,25,403
TEX,MIN,82.8,Slider,103.3,32,403
ATH,HOU,91.8,4,108.4,36,403
SD,CIN,85.5,Slider,103.7,35,403
AZ,MIA,96.2,4,102.5,30,403
CIN,SD,88.3,Slider,104.9,25,403
AZ,SF,95.5,Sinker,103.9,22,403
KC,CWS,95.2,Sinker,109.9,23,403
PHI,TEX,79.2,Slider,102.1,30,403
CWS,MIA,95.8,4,106.2,33,403
LAD,MIA,86.1,Slider,109,33,403
PIT,ATL,85.4,Slider,105.2,36,403
HOU,SEA,94.8,Sinker,106.8,25,403
MIN,KC,83.7,Slider,107.1,26,403
LAD,NYY,89.3,Changeup,104.9,32,403
AZ,SF,88.9,Slider,114.6,22,403
TOR,NYY,88.3,Sinker,104.2,29,403
LAD,NYY,94.6,4,103.8,24,403
NYY,PIT,93.7,Sinker,106.7,30,403
HOU,SD,91.5,4,107.8,24,403
PIT,STL,88,Slider,106.7,24,403
AZ,MIN,91.3,4,103.9,32,403
TEX,DET,92.6,4,105.9,25,403
BOS,KC,83.1,Slider,105.8,34,403
SEA,TOR,95.3,4,104.3,30,403
CIN,AZ,81.1,Knuckle Curve,104.6,25,403
LAD,ATH,91.2,Slider,108.2,28,403
NYY,AZ,95.7,4,107.8,27,403
KC,SD,95.3,4,105.5,28,403
MIL,AZ,88.2,Cutter,101.7,28,403
WSH,COL,96.8,Sinker,110,20,403
MIN,CIN,89.7,Cutter,107.8,31,403
AZ,COL,84.3,Slider,103.8,33,403
TEX,ATH,86.5,Slider,100.2,24,403
DET,TOR,95.3,4,105.9,26,403
NYY,HOU,80.8,Changeup,108.2,33,403
PHI,TB,89.5,Slider,107.9,22,403
BOS,TB,95.7,Sinker,99.7,30,403
AZ,CIN,81,Curveball,106.3,35,403
NYY,BAL,92.5,4,103,35,403
MIN,CLE,95.7,4,103.1,28,403
NYM,WSH,52.9,Eephus,102.8,27,403
TOR,MIN,93.1,4,103.6,25,403
KC,TOR,93,4,104.8,27,403
MIA,TB,91.5,4,100.6,30,403
MIA,WSH,84.1,Split-Finger,107.6,26,403
HOU,PIT,92.6,4,103.6,32,403
CHC,PIT,78.2,Curveball,107.8,32,403
AZ,CIN,81.1,Split-Finger,106.8,23,403
AZ,STL,92.6,Sinker,104,32,403
LAD,BOS,97,4,108.4,35,403
CIN,PHI,91.2,4,103.2,29,403
TB,NYY,81.2,Slider,101.4,34,403
MIN,BOS,85.6,Sweeper,104.2,32,403
NYY,MIA,84.8,Changeup,105.2,30,403
MIA,CLE,91.3,Cutter,101.5,25,403
WSH,KC,78,Curveball,103.5,32,403
LAD,SF,99.9,4,107.4,33,403
MIA,CLE,86.4,Sweeper,105.4,26,403
NYM,CHC,93.1,4,101.8,28,403
SD,MIN,95,4,105.2,30,403
CIN,CHC,91.9,4,105.8,25,403
LAA,HOU,92.1,Sinker,108,37,403
BAL,WSH,85.2,Slider,103.3,26,402
LAA,BAL,92.4,Sinker,109,28,402
BAL,BOS,81.6,Curveball,101.7,32,402
LAD,SF,95.3,4,101.7,26,402
DET,CLE,91.6,4,110.9,25,402
WSH,PIT,85.2,Slider,104.6,24,402
TOR,BAL,84.1,Sweeper,105.1,32,402
WSH,SD,92.8,4,106.7,24,402
ATH,WSH,96.2,4,104.8,34,402
SD,PHI,95,4,104,26,402
SEA,DET,85.3,Changeup,110.2,25,402
TOR,ATH,87.9,Cutter,100,28,402
ATH,MIN,92.4,Sinker,109.9,22,402
LAD,PIT,88.2,Cutter,107.7,25,402
LAD,PIT,82.9,Slider,106.2,32,402
ATH,ATL,95.5,4,96.3,33,402
DET,SD,92.1,4,108.3,27,402
NYM,STL,91.6,4,103.5,35,402
MIA,HOU,91,4,103.7,23,402
MIA,WSH,89.5,4,101.8,26,402
COL,LAD,94.3,4,102,28,402
HOU,SEA,81.5,Curveball,107,23,402
PHI,ATL,84.5,Slider,101.4,26,402
SD,CIN,91.8,4,100.4,29,402
TOR,STL,94.1,Sinker,104,29,402
SF,NYM,95.8,4,101.4,32,402
NYM,ATL,84.1,Slider,107.7,23,402
MIN,DET,89.2,Split-Finger,109.6,39,402
PIT,NYM,84.7,Sweeper,106.3,32,402
NYY,ATH,84.8,Sweeper,110.2,36,402
CIN,DET,90.4,4,110.1,28,402
AZ,TEX,76.7,Curveball,100.7,28,402
CHC,NYM,94.5,Sinker,105.2,31,402
SD,HOU,79.7,Curveball,105,27,402
KC,LAA,88,Slider,103.5,32,402
DET,CLE,92.6,4,105.1,26,402
HOU,LAA,96.3,4,104.8,32,402
LAA,CLE,82.2,Changeup,105.7,30,402
HOU,MIN,79.5,Sweeper,104.8,37,402
MIN,TB,88.3,Slider,103.9,32,402
MIL,TB,91.8,Split-Finger,108.4,20,402
ATH,LAD,39.7,Eephus,104.1,26,402
BOS,KC,83.6,Slider,101.1,24,402
STL,NYM,96.5,4,105.3,28,402
MIN,DET,89.3,Cutter,102.4,32,402
BAL,TOR,87.8,Slider,105.7,32,402
MIN,BAL,94.1,4,105.8,28,402
CIN,SF,94,4,107.9,22,402
BOS,SEA,95.3,Sinker,107.3,21,402
ATH,SEA,94.6,4,104.6,23,402
LAD,MIA,98.2,4,99.8,32,402
SF,COL,94.6,Sinker,106.1,29,402
NYY,CWS,93.5,4,105.7,26,402
DET,CLE,92.5,Sinker,110.3,30,402
COL,ATL,84.5,Slider,104.4,40,402
BAL,TEX,93,Sinker,101.4,33,402
