Team,Opposing_Team,Pitch_Speed,Pitch_Type,Exit_Velocity,Launch_Angle,Distance
LAA,TEX,92.5,Slider,97.4,34,370
TOR,CHC,82.4,Slider,96.9,31,370
BOS,PHI,97.8,4,100.3,22,370
NYM,MIA,88.4,Slider,99.7,33,370
NYY,TOR,82.4,Split-Finger,102.4,33,370
AZ,PIT,90.5,4,96.9,28,369
SD,MIA,84.6,Cutter,101.8,33,369
KC,TEX,99.4,4,105.2,36,369
NYM,SD,79.7,Curveball,108.4,24,369
ATL,HOU,84.2,Knuckle Curve,99.3,33,369
WSH,MIL,92.7,4,93,29,369
PHI,CHC,89.9,Cutter,106.7,23,369
ATH,CWS,91.5,Sinker,99.3,29,369
BAL,DET,88.7,Cutter,102.6,40,369
SF,PHI,86.6,Cutter,96.9,27,369
CHC,ATL,74.2,Slider,95.4,32,369
NYM,WSH,91,Cutter,98.9,37,369
MIA,MIN,88.2,Split-Finger,99.2,31,369
LAD,MIL,88.1,Changeup,99.4,33,369
TOR,BOS,97.1,4,102.4,27,369
SEA,HOU,88.3,Slider,111.8,41,369
KC,MIA,89.6,4,109.1,22,369
AZ,STL,87.5,Slider,100.7,28,369
NYM,CHC,91.2,4,103.1,23,369
HOU,MIL,93,Sinker,101.9,31,369
CHC,STL,80,Curveball,103.6,29,369
NYY,BOS,94.7,4,101.8,24,369
AZ,CIN,89.3,Cutter,99,35,369
SF,AZ,92.1,Sinker,96.8,26,369
CIN,AZ,94.2,4,103,41,369
SF,NYM,98.4,4,100.4,29,369
PHI,WSH,86,Slider,97.1,33,369
NYM,PHI,83.6,Curveball,96.1,35,369
BAL,TB,94,4,96.7,31,369
TB,DET,84.9,Changeup,101.3,36,369
ATH,HOU,96,4,109.3,19,369
PIT,CLE,96.1,4,99.9,36,369
SEA,TEX,88.7,4,100.3,38,369
MIL,WSH,89.8,Changeup,104.4,22,369
BOS,MIN,94.7,4,110.8,17,369
CIN,ATL,77.9,Slider,101.3,22,369
AZ,LAD,96.9,4,106.1,43,369
TOR,SD,86.6,Slider,110.4,19,369
TEX,TB,94,4,103.1,41,369
COL,MIA,84.6,Sweeper,105.2,22,369
LAD,ATL,78.7,Slider,97.7,27,369
ATL,CHC,91.8,Sinker,101.6,31,369
WSH,CHC,82.8,Slider,96.4,37,369
SD,SF,76.8,Curveball,107.3,23,369
HOU,SEA,98.2,Sinker,100.4,30,369
STL,WSH,82.1,Changeup,97.2,34,369
MIA,CIN,97.1,4,99.5,26,369
ATL,NYM,80.3,Sweeper,100.9,27,369
NYM,SEA,94.7,4,99.7,29,369
WSH,ATL,84.4,Slider,100.7,35,369
HOU,COL,91.4,4,102.8,21,369
SF,CHC,92.2,Sinker,105.7,24,369
STL,BAL,82,Curveball,106,40,368
NYM,CWS,94,4,103.6,28,368
COL,WSH,96.8,4,98.8,30,368
MIA,TEX,86.5,Slider,101.5,36,368
CWS,BAL,84.3,Slider,100.8,34,368
CLE,DET,91.9,Cutter,99.9,35,368
SD,PHI,95.6,4,102.2,34,368
SEA,MIA,95.5,4,101.2,35,368
STL,PHI,96,4,96.8,27,368
NYY,TB,94,4,102.5,26,368
ATL,MIN,92.4,4,102.3,24,368
TB,CWS,83.7,Changeup,99.5,26,368
SEA,CLE,84.4,Cutter,96.3,30,368
STL,CLE,89.5,Changeup,105.4,22,368
BAL,NYY,84.7,Sweeper,107.1,21,368
STL,CHC,91.7,4,95.7,36,368
LAA,MIA,98.3,4,103.2,32,368
CLE,WSH,94.1,4,106.2,21,368
BAL,ATL,96,4,101.7,28,368
TB,MIA,82.8,Sweeper,102.2,38,368
DET,MIN,89.9,Sinker,106.8,19,368
NYM,SF,82,Changeup,95.9,30,368
SF,PIT,94.8,4,100,28,368
NYY,BAL,93.5,4,104.2,34,368
ATH,HOU,81.3,Split-Finger,99.2,31,368
CWS,CHC,96.1,4,103.2,26,368
TB,HOU,88.7,4,102.5,37,368
ATL,LAD,93,4,106.3,25,368
CWS,PHI,87.4,Split-Finger,99,27,368
BOS,HOU,81.8,Sweeper,101.9,34,368
NYM,PHI,89.6,Split-Finger,105.9,21,368
MIL,MIN,92.2,4,98.5,30,368
TOR,WSH,85.6,Changeup,105,25,368
DET,CWS,89.9,Changeup,106.8,25,368
ATL,PHI,98.3,Sinker,100.8,28,368
SF,MIL,97.9,Sinker,102.9,25,368
SEA,ATH,100.7,4,99,34,368
PIT,CIN,91.3,Sinker,104.5,26,368
CLE,MIN,93.1,4,105.1,27,368
TB,MIN,89.4,Split-Finger,100.8,36,368
HOU,CLE,94.8,Sinker,102,28,368
BOS,COL,86,Slider,104.4,39,368
CLE,MIA,94.2,4,96.1,30,368
WSH,KC,86.5,Cutter,101.2,38,368
BOS,ATL,81.5,Slider,104,24,368
CWS,CHC,93.1,4,101.2,35,368
TEX,COL,94,4,105.2,22,368
ATH,TEX,89.2,Slider,106.6,20,368
PHI,BOS,86.2,Slider,104.9,26,368
COL,HOU,78.6,Changeup,102.7,19,368
NYY,WSH,82.7,Slider,102.3,36,368
NYM,CWS,89.8,Cutter,97.6,31,367
ATL,DET,91.1,Sinker,101.2,23,367
STL,ATL,88.3,Sinker,98.5,35,367
MIA,PHI,86.3,Sweeper,102.7,26,367
CHC,LAD,94,Sinker,101.1,32,367
DET,NYY,94.8,4,108.2,22,367
LAA,TB,99.1,4,103.1,32,367
STL,TOR,95.4,4,101.5,41,367
MIN,HOU,91.2,4,110.4,18,367
PHI,CHC,84.2,Split-Finger,102.5,42,367
BAL,TB,87.1,Slider,100.3,29,367
NYY,TOR,85.8,Slider,102.7,26,367
TB,TOR,93.6,4,106.4,20,367
CHC,AZ,94.4,4,98.3,31,367
MIN,BOS,93.5,4,98.1,37,367
CWS,MIL,76.2,Changeup,94.6,33,367
DET,PHI,86.4,Sweeper,94.3,31,367
WSH,BAL,86.9,Changeup,98.7,37,367
PHI,COL,83.7,Slider,103.8,24,367
TEX,NYY,86.1,Sinker,106.5,20,367
BOS,SF,79.8,Slurve,99.9,38,367
COL,ATH,79.5,Slider,103.6,42,367
DET,CWS,85.9,Slider,99.5,27,367
MIL,CIN,87.3,Cutter,97,27,367
TB,WSH,86.5,Slider,109.9,22,367
CLE,TB,97.3,4,105.4,22,367
STL,TB,95.8,Sinker,102.7,33,367
TEX,TOR,82.2,Slurve,101.1,25,367
DET,CLE,95.8,4,109.5,23,367
MIL,CIN,92.2,Sinker,101.5,42,367
MIN,BAL,90.5,Changeup,104.4,38,367
ATH,HOU,91.5,4,98.8,27,367
MIN,SD,93.5,4,103.4,32,367
NYM,MIA,92.5,Changeup,102.3,25,367
CWS,NYM,90.5,Sinker,105.4,27,366
ATH,HOU,82.9,Slider,98.4,34,366
SEA,HOU,96.5,Sinker,97.7,35,366
CIN,CHC,96,4,101.7,25,366
SEA,NYY,87.3,Slider,100.7,27,366
ATL,TB,87.1,Cutter,98.8,27,366
TB,SEA,96.5,4,102.2,21,366
TOR,HOU,80.8,Curveball,102.3,38,366
MIL,ATH,87.9,4,100.8,30,366
CLE,NYY,93.4,Sinker,97,37,366
CIN,BAL,63.2,Eephus,106.9,35,366
SD,COL,93.6,4,101.4,33,366
TEX,CHC,91.2,4,100.1,34,366
LAD,WSH,87.5,Slider,101.6,35,366
STL,TOR,76.8,Curveball,101.5,36,366
PIT,NYM,91.3,Changeup,101.1,32,366
HOU,ATH,85.5,Slider,107.4,19,366
PHI,MIN,81.8,Sweeper,96,26,366
PHI,LAA,98.2,4,102.4,24,366
PHI,LAA,89.8,Slider,102.1,25,366
MIA,CWS,95.8,4,104.1,38,366
CLE,CHC,90.9,4,100.1,33,366
CHC,AZ,92.3,4,109.3,21,366
BAL,ATH,81,Slider,96,40,366
KC,CWS,89.5,Cutter,99.1,25,366
TOR,BAL,80,Curveball,99,34,366
MIN,CWS,89.5,Cutter,94.2,30,366
WSH,PHI,91.5,Sinker,109.8,22,366
BOS,TB,90.2,Cutter,99.1,33,366
ATH,SEA,88,Changeup,99.2,29,366
CHC,AZ,79.6,Curveball,97.2,32,366
NYY,TB,86,Slider,97.7,33,366
BOS,NYM,91.1,Sinker,95.6,31,366
CWS,PHI,85.9,Cutter,107.8,26,366
CWS,MIL,92.8,4,108.5,22,366
AZ,NYM,91.5,Cutter,103.9,35,366
NYM,AZ,85.3,Slider,102.7,24,366
SF,NYM,92.6,4,98.3,28,366
TB,KC,84.2,Slider,106,22,366
MIL,PIT,89.7,Cutter,107.6,25,366
NYY,PIT,93.1,4,98.3,40,366
TEX,TB,78.1,Sweeper,100.1,39,366
MIN,SD,84.9,Changeup,105.7,40,366
SEA,ATL,89.2,Slider,100.4,32,366
CLE,TB,89.1,Sinker,103.4,39,366
SD,MIL,83.2,Split-Finger,102.1,24,366
DET,TB,89,Slider,98.2,30,366
CIN,PHI,80.8,Slider,101.8,21,366
CHC,KC,83.4,Changeup,100.6,35,366
TEX,LAA,90.2,Changeup,103,23,366
TOR,MIN,93.7,4,104.2,45,366
TB,NYM,84.5,Sweeper,103.6,21,365
TB,BOS,96.9,Sinker,101.4,27,365
NYM,TEX,98.2,4,102.5,24,365
STL,ATL,82.1,Slider,100,25,365
NYY,COL,82.5,Changeup,93.4,37,365
STL,CHC,93.9,4,98.8,26,365
MIN,TOR,96.1,4,98.5,41,365
BAL,ATH,96.2,Sinker,99.3,44,365
SF,ATL,88,Curveball,98.9,34,365
NYM,PIT,87.4,Changeup,104.4,24,365
TOR,TB,90.1,Cutter,97.3,34,365
BAL,PHI,87.5,Sweeper,97.3,26,365
CLE,SD,92.2,Sinker,97.6,31,365
PIT,SD,81,Curveball,104.7,24,365
STL,LAA,76.8,Changeup,99.5,26,365
BOS,CWS,82.1,Split-Finger,99.4,31,365
CIN,SEA,96.3,4,107.1,21,365
TB,NYY,94.4,4,104,36,365
LAD,ATL,86.1,Slider,96.2,28,365
CIN,WSH,82.1,Curveball,101.1,25,365
SEA,CWS,88.4,Cutter,98.9,24,365
SD,CHC,90.2,4,104.2,30,365
CHC,SD,85.5,4,101.1,37,365
MIL,TOR,85,Slider,98.7,27,365
MIL,PIT,87.7,Cutter,98.7,30,365
TOR,TEX,94.8,4,108.2,21,365
STL,MIA,82.1,Sweeper,99,37,365
CIN,MIL,94.8,Sinker,94.7,29,365
PHI,SEA,88.7,Slider,99.1,32,365
SEA,HOU,79.2,Sweeper,100.8,40,365
CLE,MIN,92.4,4,97.8,40,365
LAA,TOR,95.6,4,103.6,38,365
BOS,PHI,97.7,4,97.9,30,365
SEA,WSH,87.2,Split-Finger,107.3,22,365
COL,WSH,88.2,Cutter,105.6,25,364
SD,PHI,98.2,4,100.6,29,364
HOU,TEX,81.2,Sweeper,95.4,28,364
MIA,BAL,94.7,4,101.1,37,364
SEA,TOR,80.1,Sweeper,98.2,30,364
SF,AZ,73.7,Curveball,93.7,33,364
CIN,SD,83.8,Split-Finger,101.7,25,364
ATL,WSH,88.1,4,95.9,32,364
CWS,TEX,89.6,Cutter,100.9,30,364
CLE,PHI,84.1,Changeup,95.3,30,364
SEA,NYY,92.9,Cutter,103.6,21,364
TEX,DET,82.7,Sweeper,97.9,36,364
SF,HOU,84,Sweeper,108.3,21,364
BOS,BAL,93.1,Sinker,103.1,23,364
PHI,SF,87.8,Slider,98.2,28,364
NYY,BAL,91.4,Sinker,100.7,35,364
SEA,TEX,96.3,4,101.3,42,364
CHC,STL,83.1,Changeup,97,36,364
BOS,STL,83.7,Sweeper,99.9,33,364
SF,HOU,89.7,Cutter,95.8,30,364
TB,TEX,97,4,108.7,40,364
ATH,MIN,98.6,4,98.3,33,364
WSH,MIA,81.9,Sweeper,96.4,31,364
TB,SEA,95.3,4,99.2,24,364
CHC,WSH,74.3,Knuckle Curve,100.2,29,364
TEX,HOU,93,Sinker,103.8,31,364
NYY,SEA,80.2,Curveball,105,27,364
CIN,PHI,87.1,Slider,99.5,38,364
AZ,SF,82.6,Sweeper,100.7,27,364
TEX,ATH,93.9,4,100.9,35,364
SF,ATL,92.8,Cutter,99.4,46,364
COL,HOU,80.3,Changeup,97.7,29,364
TEX,ATH,83.8,Changeup,98.5,27,364
ATH,PIT,95.2,4,101.5,43,363
SEA,DET,95.4,4,107,18,363
DET,SEA,96.3,4,104.5,23,363
PHI,TEX,90.6,Sinker,109.3,23,363
MIL,NYM,92.6,Slider,94.5,31,363
HOU,LAA,82.4,Sweeper,97.8,37,363
SEA,TEX,96,4,102.2,23,363
SF,NYY,81.7,Curveball,94.5,25,363
MIA,CIN,93.9,4,98.3,30,363
BAL,DET,96,Sinker,99.4,25,363
MIL,COL,89.3,Changeup,100.4,25,363
MIL,COL,96.3,4,102.6,29,363
MIL,LAD,86,Slider,98.4,26,363
CHC,CIN,99.2,Sinker,101.8,30,363
NYM,MIL,91.3,Sinker,109.1,22,363
BOS,WSH,88.4,Slider,103.4,38,363
HOU,NYM,86.7,Slider,106.7,18,363
SF,CIN,93.5,4,104.7,22,363
SD,COL,81.7,Slider,96.4,26,363
TOR,SEA,87.3,Cutter,107.2,21,363
BOS,DET,97.3,Sinker,99.9,38,363
ATH,NYY,84.4,Slider,106.7,26,363
CHC,CIN,86.8,Slider,101.3,22,363
ATH,DET,95.9,Sinker,96.7,28,363
STL,CWS,95.9,4,96.3,33,363
SEA,CHC,99.4,4,97.9,41,363
TOR,AZ,94.9,Sinker,98.9,30,363
CLE,SD,85.3,Slider,99.7,40,363
PHI,NYY,85.3,Changeup,97.1,35,363
CIN,TB,93.8,Sinker,99.4,28,363
TEX,ATL,83.9,Slider,105.6,24,363
NYM,BOS,79.5,Curveball,102.7,36,363
CHC,MIA,84.7,Curveball,100.1,37,363
DET,HOU,93.9,4,103.7,38,363
CLE,MIN,90.5,Changeup,99.3,28,363
SEA,PHI,87.9,Slider,100.2,28,363
NYM,SEA,99,4,102.6,33,363
NYY,STL,94.9,Sinker,109.4,24,363
SEA,SD,93.5,4,101,34,363
KC,CHC,85.6,Knuckle Curve,106.1,20,363
TB,CWS,92.8,Sinker,106.5,28,363
PHI,LAD,91.2,Cutter,104.6,22,362
BOS,TB,91.4,Cutter,100.3,23,362
BOS,CLE,81.9,Slider,101,25,362
SD,SF,84.1,Sweeper,103,23,362
CLE,PIT,92,Sinker,99.3,34,362
BAL,PIT,96.8,4,105.3,29,362
CWS,HOU,83.7,Changeup,103.7,39,362
TEX,CLE,79.8,Curveball,94.2,28,362
NYY,ATH,96,4,102.5,26,362
BAL,TB,96.4,4,105,22,362
PHI,ATH,79.6,Changeup,96.3,36,362
TB,PHI,84.1,Changeup,103,22,362
ATH,SEA,89,Cutter,111.4,21,362
COL,HOU,96,Sinker,94.2,32,362
SD,SEA,94.4,4,101.7,41,362
AZ,WSH,95.3,Sinker,108.1,20,362
SEA,MIN,78.6,Curveball,106.9,28,362
DET,LAA,84.2,Sweeper,103.1,23,362
PHI,AZ,92.9,4,102.3,23,362
KC,TOR,83.3,Sweeper,107.2,23,362
MIA,NYY,94.6,Sinker,100.6,33,362
HOU,WSH,86.4,Changeup,99.2,39,362
TOR,KC,95.2,Sinker,115.7,19,362
TEX,NYY,88.3,Slider,96.1,27,362
CIN,NYY,89.7,Sinker,95.5,33,362
CIN,NYY,88.4,Sinker,99,30,362
SF,SD,81.4,Sweeper,101.3,33,362
BOS,NYM,84.8,Slider,103.8,28,362
MIN,CWS,85.4,Changeup,95.8,32,362
BAL,LAD,94.7,Cutter,95.6,31,362
SEA,NYY,83.5,Curveball,96.9,23,362
NYM,BAL,86.4,Split-Finger,94.2,30,362
CLE,HOU,81.5,Changeup,96,30,362
PHI,STL,90.8,Sinker,100.6,21,362
ATL,MIA,95,4,99.2,39,362
LAD,CLE,83.9,Cutter,104.5,39,362
PHI,KC,86.2,Slider,95.2,24,361
CLE,CWS,85.9,Changeup,97.7,27,361
NYM,MIL,92.8,4,102.8,42,361
CWS,SEA,97,4,96.4,31,361
BOS,CLE,82.4,Changeup,111.5,24,361
COL,KC,84.2,Changeup,96,33,361
NYY,SF,83.1,Sinker,95.7,35,361
CLE,CWS,93.6,4,98.3,24,361
NYY,KC,93.3,4,107.7,22,361
MIN,DET,88.5,Split-Finger,98.1,31,361
MIN,LAA,93.9,4,97.7,43,361
SEA,STL,86.6,Slider,98.1,27,361
DET,NYY,69.9,Sweeper,98.9,32,361
CHC,PHI,88.9,Cutter,102.9,43,361
PHI,LAA,86.2,Knuckle Curve,98.1,28,361
TEX,MIN,94.6,4,100.6,37,361
MIA,LAA,86.7,Changeup,98.2,36,361
CWS,TEX,83.9,Slider,107.7,40,361
NYM,MIL,95.7,Slider,103.1,42,361
CLE,CHC,90.1,4,100.2,37,361
WSH,DET,93.2,Sinker,105.2,22,361
SEA,KC,89.1,4,96.3,36,361
ATL,SF,85.1,Slider,104.6,26,361
CLE,HOU,93.7,4,99.4,35,361
TOR,TB,96.9,4,113.9,19,361
SF,ATL,85.2,Slider,98.7,32,361
SEA,SD,79.4,Sweeper,103.6,21,361
CWS,KC,93.9,4,97.9,32,361
LAD,CIN,90.5,Slider,95.6,26,361
HOU,SD,79.5,Sweeper,95.4,30,361
TEX,CIN,92,Sinker,101.5,37,361
MIA,NYY,94.4,4,94.9,29,361
AZ,CWS,81.8,Curveball,100.2,35,361
WSH,SD,83.4,Split-Finger,102,33,361
BAL,SEA,95.9,4,103.1,36,361
HOU,LAA,81.6,Slider,103,23,361
WSH,ATL,94.9,4,97.2,33,361
MIA,TEX,83.9,Curveball,103,20,361
AZ,SD,88.1,Slider,103.4,42,361
KC,WSH,93.1,4,98.6,22,361
AZ,TEX,83.7,Sweeper,98.7,38,361
CIN,CLE,82.7,Sweeper,102.1,26,361
MIL,TOR,85.5,Slider,100.1,35,361
MIA,NYM,65.6,Other,100.6,29,361
AZ,MIL,83,Sweeper,98.5,31,361
HOU,SEA,95.4,4,106.4,20,361
SEA,TB,85.6,Changeup,105.3,21,360
NYM,ATH,90,Cutter,107.5,23,360
TOR,HOU,92.5,4,102.4,39,360
MIL,CIN,91.9,4,97.3,29,360
NYM,WSH,93.7,4,101,40,360
NYY,TOR,81.7,Sweeper,99.6,23,360
SD,TOR,92,4,97.8,37,360
SEA,COL,91.2,4,105.6,20,360
NYY,TEX,94,4,101,23,360
LAD,CWS,92.2,4,102.6,26,360
TEX,BOS,83.3,Sweeper,98.7,31,360
CLE,LAA,85.5,Sinker,99.9,26,360
MIN,BOS,97.1,4,95.7,27,360
CLE,MIN,87.1,Split-Finger,101.1,26,360
CIN,TOR,99.2,Sinker,95.7,24,360
CIN,CHC,89.1,Slider,98.1,31,360
WSH,STL,76.4,Knuckle Curve,106.9,23,360
MIN,CHC,84.4,Sweeper,97.4,37,360
TOR,NYY,77.8,Sweeper,97.2,33,360
SD,MIN,85.6,Cutter,100.1,20,360
MIL,STL,86.9,Slider,93.3,33,359
DET,LAA,82.3,Curveball,107.3,24,359
SF,AZ,79.8,Knuckle Curve,99.1,29,359
BOS,BAL,88.5,Slider,103.1,41,359
CLE,PHI,83.3,Curveball,101.6,25,359
CHC,DET,78.6,Knuckle Curve,104.4,43,359
LAD,STL,85.7,Changeup,99.7,32,359
HOU,CIN,85.1,Cutter,103.1,22,359
PHI,ATL,76.8,Curveball,103.7,24,359
PHI,WSH,89.2,4,106.2,24,359
DET,TB,96.8,4,95.2,26,359
HOU,MIN,80.5,Slider,95.7,36,359
DET,CWS,85.1,Slider,104.6,26,359
CIN,MIL,96.6,4,102.2,26,359
SEA,TB,91.9,Cutter,104.6,38,359
HOU,TEX,94.9,4,100.7,28,359
TB,STL,84,Changeup,96.6,27,359
CLE,MIN,78.9,Sweeper,97.3,24,359
KC,PIT,86.9,Slider,97.3,27,359
COL,BOS,89.7,Slider,93.8,33,359
CWS,TB,96.6,4,105.7,24,359
CWS,SEA,87,Changeup,101.8,43,359
CLE,CWS,95.2,4,105.1,25,358
SD,BOS,81.7,Changeup,92.3,34,358
ATH,ATL,95.1,4,102.6,39,358
NYM,MIL,94.3,4,99.2,31,358
NYM,WSH,83.4,Slider,98.8,27,358
CWS,BOS,99.8,Sinker,106.6,22,358
TB,ATL,90.4,Sinker,100.2,40,358
PHI,NYM,77.3,Sweeper,101.9,24,358
CHC,HOU,86.9,Changeup,98,28,358
KC,ATH,83.4,Sweeper,100.6,29,358
MIN,PHI,89.9,Sinker,98.5,24,358
TB,BAL,95.8,Sinker,99.6,32,358
SEA,COL,91.3,Slider,103.2,34,358
ATL,LAA,97.4,4,92.2,32,358
KC,CWS,94.3,4,96.1,31,358
NYY,BOS,88.4,Slider,100.7,21,358
SEA,DET,91.5,Sinker,106.3,40,358
SEA,DET,84.7,Changeup,98.5,28,358
NYY,LAA,90.7,Changeup,98.7,38,358
MIL,PHI,80.7,Sweeper,98.5,27,358
NYY,PHI,97.3,4,103.4,20,358
MIN,ATL,94.3,4,96.6,35,358
DET,HOU,95.5,4,104,26,358
NYY,CLE,92.7,4,105.7,24,358
MIL,PHI,85.2,Changeup,95.3,24,358
DET,NYM,100,4,106.3,23,358
NYY,HOU,95.9,Sinker,99.8,33,358
CWS,ATL,81.2,Changeup,99.2,26,358
SF,SD,88.4,4,96.2,28,358
NYY,BAL,84,Sweeper,104.2,25,358
SD,AZ,92.4,4,100,33,358
TEX,LAA,78.9,Changeup,98.1,29,358
PHI,CIN,92.8,Sinker,101.4,32,358
CHC,TOR,83,Split-Finger,101.4,24,358
SD,SF,86.2,Slider,96.2,35,358
HOU,BOS,94,4,103.7,24,358
AZ,MIL,88,Slider,98.6,28,358
BAL,TB,93.8,4,100.7,49,357
TOR,TB,79.7,Sweeper,101,31,357
MIL,NYM,92.3,Cutter,98.8,25,357
TEX,HOU,96.6,4,93,29,357
ATH,BOS,95.3,4,103.4,33,357
CIN,SD,98.8,Sinker,105.5,27,357
ATH,SD,91.3,4,94.8,34,357
LAD,PHI,94,Sinker,96.4,35,357
BOS,TOR,72.2,Curveball,94.1,31,357
SEA,LAD,80.1,Slider,101.1,26,357
TOR,SF,82.9,Slider,96.8,38,357
TB,PHI,95,Sinker,99.7,27,357
MIA,MIN,85.8,Slider,95.8,36,357
ATH,SEA,94.1,4,93.7,31,357
CWS,SEA,97.6,4,100.6,26,357
NYY,WSH,93.7,4,102.8,41,357
CLE,LAA,85.6,Sinker,92.1,34,357
BAL,NYY,82.9,Sweeper,98,30,357
CWS,AZ,84.1,Slider,101.7,27,357
DET,CWS,87.5,Cutter,99.8,36,357
SD,CLE,86.7,Slider,95.6,29,357
MIL,CIN,90.4,Split-Finger,103.8,20,357
NYM,ATL,89.9,Cutter,98.5,33,357
HOU,NYY,95.6,4,100.2,26,357
TB,NYY,94.8,4,93.4,29,357
TEX,HOU,96.3,Sinker,101.2,37,357
SEA,SD,93.8,4,100.3,33,357
SF,ATL,84.7,Slider,92.5,33,357
NYM,MIA,91,4,107.2,24,357
WSH,COL,95,Sinker,101.2,38,356
MIN,AZ,91.1,Slider,92.9,36,356
CHC,TB,95.5,Sinker,100,35,356
PIT,MIL,91.6,Sinker,98.8,34,356
DET,SEA,86.8,Split-Finger,103.4,23,356
TB,SEA,94.5,4,105.2,43,356
NYY,TOR,93,4,103.6,31,356
SD,CHC,92.1,4,96.5,37,356
HOU,TOR,73,Curveball,95.4,36,356
TB,CWS,88.7,Slider,101.9,29,356
LAA,TB,89.2,Slider,101.8,22,356
TEX,MIN,82.7,Changeup,102.6,22,356
PIT,NYM,95.1,4,99,31,356
ATH,NYY,92,Cutter,98.7,40,356
MIL,PIT,94.9,4,101.4,42,356
NYY,NYM,94.3,Sinker,97.6,33,356
HOU,SF,92.9,Sinker,105.4,20,356
CHC,ATH,89.3,4,102.4,24,356
BOS,DET,82.7,Slider,102.7,37,356
NYY,BOS,77.8,Knuckle Curve,106.3,22,356
TB,DET,87.3,Sinker,106.9,23,356
SEA,MIN,92.5,Cutter,102.9,26,356
NYY,NYM,97.1,4,102.3,36,356
CWS,PHI,83.7,Sweeper,104.3,21,356
CIN,ATL,88.4,Cutter,102.1,27,356
TOR,BOS,96.3,Sinker,99.4,29,356
LAD,PHI,79,Knuckle Curve,100.4,25,356
CHC,TOR,91.5,4,101.4,44,356
CLE,CIN,78,Curveball,97.1,36,356
BAL,CLE,82.5,Slider,96.5,28,356
CLE,SEA,86,Slider,109.2,24,356
TB,MIN,84.1,Sweeper,98.9,30,356
LAA,BAL,93.1,4,97,32,355
MIN,NYY,92.4,4,96.1,28,355
CLE,CWS,89.3,Slider,102.4,21,355
SEA,MIA,87.1,Cutter,98.1,26,355
TB,BOS,79.6,Curveball,96.2,25,355
BAL,NYY,95.5,4,103.7,41,355
MIA,NYM,86.1,Slider,102.1,38,355
TB,HOU,80.3,Sweeper,101.3,39,355
DET,AZ,77.2,Sweeper,96.5,29,355
WSH,PHI,88.5,Sweeper,101.1,39,355
MIN,CWS,86,Slider,98.1,26,355
CLE,BOS,97.2,4,98.6,24,355
MIL,TOR,90.3,4,97.9,38,355
TOR,PIT,87.7,Slider,92.7,40,355
PHI,SEA,94.2,Sinker,108.2,22,355
CLE,HOU,86,Sweeper,101.6,40,355
MIA,DET,98.5,Sinker,100.1,28,354
DET,LAA,89.3,Changeup,103.2,36,354
ATH,WSH,77.4,Sweeper,97,27,354
COL,CIN,88.6,Cutter,102.6,42,354
TOR,BOS,99.5,4,94.6,33,354
WSH,CWS,94.4,Sinker,97.7,36,354
CLE,WSH,94.7,4,94.2,32,354
CIN,SF,96,Sinker,103.6,25,354
TB,MIA,90.2,4,100.4,34,354
CIN,HOU,87.5,Changeup,102,23,354
LAA,SD,96.3,4,103.8,40,354
NYY,ATH,81.8,Sweeper,104.1,22,354
WSH,ATH,82.5,Slider,95,29,354
MIA,MIL,93.8,Sinker,99.8,35,354
PHI,SF,87.8,Slider,106.2,45,354
BAL,TEX,92,Cutter,98.7,34,354
NYY,AZ,91.3,4,95.7,35,354
CWS,MIN,93.8,4,96.2,39,354
SF,SD,89.4,4,93.7,34,354
CIN,MIA,85.7,Slider,96.4,31,354
CWS,NYM,93.7,4,105.2,44,354
SD,LAD,96.2,4,99.9,35,353
HOU,LAA,87.7,4,96.6,34,353
BOS,NYY,96.8,Sinker,102,21,353
DET,BOS,94.6,Sinker,99.8,33,353
LAD,CIN,82,Sweeper,101,22,353
DET,PIT,94.4,4,93.3,30,353
BOS,CWS,76.8,Curveball,108.7,27,353
PIT,SD,75.8,Changeup,94.7,35,353
MIN,SEA,95.7,4,102.3,42,353
NYM,DET,92.7,4,103,26,353
ATH,LAA,96.9,Sinker,99.5,34,353
BAL,HOU,90.7,Changeup,103.5,22,353
CWS,KC,83,Sweeper,98.3,29,353
TEX,HOU,79.8,Changeup,99,38,352
TEX,PHI,89.4,Cutter,95.1,39,352
ATL,ATH,92,4,97.1,37,352
BOS,TB,96.2,4,99.3,39,352
MIA,ATL,89.4,Sinker,92.4,28,352
LAA,TB,92.3,Sinker,99,29,352
LAA,HOU,91,Sinker,100.3,28,352
CWS,ATH,80,Changeup,99.1,29,352
SD,DET,78.4,Knuckle Curve,94.8,25,352
LAD,PHI,94.7,Sinker,100.4,34,352
PHI,NYM,84.8,Sweeper,106.5,41,352
CWS,HOU,84.6,Slider,104.9,20,352
PHI,MIA,84,Cutter,101.6,22,352
ATL,NYY,92.1,4,93.1,33,352
SF,AZ,78.9,Curveball,101.2,22,352
BAL,TB,89.6,Sinker,107,19,352
SD,HOU,92.8,4,95,38,352
HOU,TEX,90,Changeup,96.8,30,352
SEA,CWS,83.4,Changeup,100.3,25,352
WSH,MIL,90.3,Sinker,107.2,42,352
SF,BOS,92.3,4,111.6,21,352
SF,BOS,82.1,Changeup,104.5,26,352
KC,TEX,84.3,Slider,96.5,24,352
AZ,SD,95.7,4,104.6,23,352
CWS,TB,97.5,4,97.6,25,352
SD,ATL,93.8,4,100.9,25,352
